Building,HP COP,CZ,Baseline,Base TRC,Base Benefits,Base TRC Cost,Measure Cost Component,Other TRC Cost Component,TRC Source,NTG,Benefits at NTG,Measure Cost at NTG,TRC Cost at NTG,TRC at NTG,Passes TRC 1,NTG Basis
Hotel,3.000000,8,CODE,,69189.017032,,24787.493487,,TRC Modeled,0.100000,6918.901703,2478.749349,,,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,CODE,1.219634,103320.851603,84714.623895,29329.109227,55385.514668,TRC Claimed,0.300000,30996.255481,8798.732768,64184.247436,0.482926,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,CODE,1.219634,103320.851603,84714.623895,29329.109227,55385.514668,TRC Claimed,0.400000,41328.340641,11731.643691,67117.158358,0.615764,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,CODE,1.219634,103320.851603,84714.623895,29329.109227,55385.514668,TRC Claimed,0.500000,51660.425801,14664.554614,70050.069281,0.737479,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,CODE,1.219634,103320.851603,84714.623895,29329.109227,55385.514668,TRC Claimed,0.600000,61992.510962,17597.465536,72982.980204,0.849411,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,CODE,1.219634,103320.851603,84714.623895,29329.109227,55385.514668,TRC Claimed,0.700000,72324.596122,20530.376459,75915.891127,0.952694,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,CODE,1.219634,103320.851603,84714.623895,29329.109227,55385.514668,TRC Claimed,0.800000,82656.681282,23463.287382,78848.802049,1.048293,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,CODE,1.219634,103320.851603,84714.623895,29329.109227,55385.514668,TRC Claimed,0.900000,92988.766443,26396.198304,81781.712972,1.137036,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,CODE,1.219634,103320.851603,84714.623895,29329.109227,55385.514668,TRC Claimed,1.000000,103320.851603,29329.109227,84714.623895,1.219634,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,EXISTING,1.219634,103320.851603,84714.623895,36734.046874,47980.577021,TRC Claimed,0.100000,10332.085160,3673.404687,51653.981708,0.200025,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,EXISTING,1.219634,103320.851603,84714.623895,36734.046874,47980.577021,TRC Claimed,0.200000,20664.170321,7346.809375,55327.386396,0.373489,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,EXISTING,1.219634,103320.851603,84714.623895,36734.046874,47980.577021,TRC Claimed,0.300000,30996.255481,11020.214062,59000.791083,0.525353,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,EXISTING,1.219634,103320.851603,84714.623895,36734.046874,47980.577021,TRC Claimed,0.400000,41328.340641,14693.618749,62674.195771,0.659416,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,EXISTING,1.219634,103320.851603,84714.623895,36734.046874,47980.577021,TRC Claimed,0.500000,51660.425801,18367.023437,66347.600458,0.778633,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,EXISTING,1.219634,103320.851603,84714.623895,36734.046874,47980.577021,TRC Claimed,0.600000,61992.510962,22040.428124,70021.005145,0.885342,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,EXISTING,1.219634,103320.851603,84714.623895,36734.046874,47980.577021,TRC Claimed,0.700000,72324.596122,25713.832812,73694.409833,0.981412,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,EXISTING,1.219634,103320.851603,84714.623895,36734.046874,47980.577021,TRC Claimed,0.800000,82656.681282,29387.237499,77367.814520,1.068360,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,EXISTING,1.219634,103320.851603,84714.623895,36734.046874,47980.577021,TRC Claimed,0.900000,92988.766443,33060.642186,81041.219207,1.147426,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,8,EXISTING,1.219634,103320.851603,84714.623895,36734.046874,47980.577021,TRC Claimed,1.000000,103320.851603,36734.046874,84714.623895,1.219634,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,CODE,1.209901,103994.683244,85953.070669,36905.755517,49047.315152,TRC Claimed,0.100000,10399.468324,3690.575552,52737.890704,0.197192,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,CODE,1.209901,103994.683244,85953.070669,36905.755517,49047.315152,TRC Claimed,0.200000,20798.936649,7381.151103,56428.466256,0.368589,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,CODE,1.209901,103994.683244,85953.070669,36905.755517,49047.315152,TRC Claimed,0.300000,31198.404973,11071.726655,60119.041807,0.518944,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,CODE,1.209901,103994.683244,85953.070669,36905.755517,49047.315152,TRC Claimed,0.400000,41597.873298,14762.302207,63809.617359,0.651906,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,CODE,1.209901,103994.683244,85953.070669,36905.755517,49047.315152,TRC Claimed,0.500000,51997.341622,18452.877759,67500.192911,0.770329,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,CODE,1.209901,103994.683244,85953.070669,36905.755517,49047.315152,TRC Claimed,0.600000,62396.809946,22143.453310,71190.768463,0.876473,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,CODE,1.209901,103994.683244,85953.070669,36905.755517,49047.315152,TRC Claimed,0.700000,72796.278271,25834.028862,74881.344014,0.972155,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,CODE,1.209901,103994.683244,85953.070669,36905.755517,49047.315152,TRC Claimed,0.800000,83195.746595,29524.604414,78571.919566,1.058848,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,CODE,1.209901,103994.683244,85953.070669,36905.755517,49047.315152,TRC Claimed,0.900000,93595.214919,33215.179966,82262.495118,1.137763,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,CODE,1.209901,103994.683244,85953.070669,36905.755517,49047.315152,TRC Claimed,1.000000,103994.683244,36905.755517,85953.070669,1.209901,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,EXISTING,1.209901,103994.683244,85953.070669,46223.625224,39729.445445,TRC Claimed,0.100000,10399.468324,4622.362522,44351.807968,0.234477,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,EXISTING,1.209901,103994.683244,85953.070669,46223.625224,39729.445445,TRC Claimed,0.200000,20798.936649,9244.725045,48974.170490,0.424692,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,EXISTING,1.209901,103994.683244,85953.070669,46223.625224,39729.445445,TRC Claimed,0.300000,31198.404973,13867.087567,53596.533012,0.582097,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,EXISTING,1.209901,103994.683244,85953.070669,46223.625224,39729.445445,TRC Claimed,0.400000,41597.873298,18489.450090,58218.895535,0.714508,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,EXISTING,1.209901,103994.683244,85953.070669,46223.625224,39729.445445,TRC Claimed,0.500000,51997.341622,23111.812612,62841.258057,0.827440,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,EXISTING,1.209901,103994.683244,85953.070669,46223.625224,39729.445445,TRC Claimed,0.600000,62396.809946,27734.175135,67463.620580,0.924896,False,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,EXISTING,1.209901,103994.683244,85953.070669,46223.625224,39729.445445,TRC Claimed,0.700000,72796.278271,32356.537657,72085.983102,1.009853,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,EXISTING,1.209901,103994.683244,85953.070669,46223.625224,39729.445445,TRC Claimed,0.800000,83195.746595,36978.900179,76708.345625,1.084572,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,EXISTING,1.209901,103994.683244,85953.070669,46223.625224,39729.445445,TRC Claimed,0.900000,93595.214919,41601.262702,81330.708147,1.150798,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
Hotel,4.300000,9,EXISTING,1.209901,103994.683244,85953.070669,46223.625224,39729.445445,TRC Claimed,1.000000,103994.683244,46223.625224,85953.070669,1.209901,True,Benefits and SWWH028 measure-cost component scale with NTG; other TRC cost stays fixed; base NTG = 1.0
